name;description
DB90 - СЕЯЛКА;DB90 Planter (36 Row, 76cm spacing)(S.N. -099999)(South America Edition)(Manufactured in Brazil) - PC12000
DB90 - СЕЯЛКА;DB90 Planter (36/61 Rows, 76/45cm Spacing)(S.N. 100000-130099)(South America Edition)(Manufactured in Brazil) - PC12374
CCS - СЕЯЛКА;DB90 Planter (36 Row, 76cm spacing)(S.N. -099999)(South America Edition)(Manufactured in Brazil) - PC12000
DB90 - СЕЯЛКА;DB90 Planter (36 Row, 76cm spacing)(S.N. -099999)(South America Edition)(Manufactured in Brazil) - PC12000
DB90 - СЕЯЛКА;DB90 Planter (36/61 Rows, 76/45cm Spacing)(S.N. 100000-130099)(South America Edition)(Manufactured in Brazil) - PC12374
DB40 - СЕЯЛКА;DB40 Planter (23-Row, 25-Row)(S.N. 100000 - 115099)(Brazil Edition) - PC12554
CCS - СЕЯЛКА;DB50 Planter (20/31/32 Row, 76/50/45cm spacing)(S.N. -099999)(South America Edition)(Manufactured in Brazil) - PC11998
DB50 - СЕЯЛКА;DB50 Planter (20/31/32 Row, 76/50/45cm spacing)(S.N. -099999)(South America Edition)(Manufactured in Brazil) - PC11998
DB50 - СЕЯЛКА;DB50 Planter (31/32 Row, 50/45cm Spacing)(S.N. 100000 - 115099)(South America Edition)(Manufactured in Brazil) - PC12372
DB50 - СЕЯЛКА;DB50 Planter (31/32 Row, 50/45cm Spacing)(S.N. 115100-130099)(South America Edition)(Manufactured in Brazil) - PC13248
DB40 - СЕЯЛКА;DB40 Planter (23-Row, 25-Row)(S.N. 100000 - 115099)(Brazil Edition) - PC12554
CCS - СЕЯЛКА;DB50 Planter (20/31/32 Row, 76/50/45cm spacing)(S.N. -099999)(South America Edition)(Manufactured in Brazil) - PC11998
DB50 - СЕЯЛКА;DB50 Planter (20/31/32 Row, 76/50/45cm spacing)(S.N. -099999)(South America Edition)(Manufactured in Brazil) - PC11998
DB50 - СЕЯЛКА;DB50 Planter (31/32 Row, 50/45cm Spacing)(S.N. 100000 - 115099)(South America Edition)(Manufactured in Brazil) - PC12372
DB50 - СЕЯЛКА;DB50 Planter (31/32 Row, 50/45cm Spacing)(S.N. 115100-130099)(South America Edition)(Manufactured in Brazil) - PC13248
2113 - СЕЯЛКА;2113 Planter (S.N. 100000-130099)(South America Edition) - PC12365
2113 - СЕЯЛКА;2113 Planter (S.N. 130100- )(South America Edition) - PC13756
2115 - СЕЯЛКА;2115 Planter (S.N. 100000-130099)(South American Edition) - PC12366
2115 - СЕЯЛКА;2115 Planter (S.N. 130100- )(South America Edition) - PC13757
2117 - СЕЯЛКА;2117 Planter (S.N. 100000-130099)(South America Edition) - PC12367
2117 - СЕЯЛКА;2117 Planter (S.N. 130100- )(South America Edition) - PC13758
2122 - СЕЯЛКА;2122 Planter (S.N. 100000-130099)(South America Edition) - PC12368
2122 - СЕЯЛКА;2122 Planter (S.N. 130100- )(South America Edition) - PC13759
2126 - СЕЯЛКА;2126 Planter (S.N. 100000-130099)(South America Edition) - PC12369
2126 - СЕЯЛКА;2126 Planter (S.N. 130100- )(South America Edition) - PC13760
2130 - СЕЯЛКА;2130 Planter (S.N. 100000-130099)(South America Edition) - PC12370
2130 - СЕЯЛКА;2130 Planter (S.N. 130100- )(South America Edition) - PC13761
2134 - СЕЯЛКА;2134 Planter (S.N. 100000-130099)(South American Edition) - PC12371
2134 - СЕЯЛКА;2134 Planter (S.N. 130100- )(South America Edition) - PC13762
DB40 - СЕЯЛКА;DB40 Planter (23-Row, 25-Row)(S.N. 100000 - 115099)(Brazil Edition) - PC12554
DB40 - СЕЯЛКА;DB40 Planter (23-Row, 25-Row)(S.N. 115100-130099)(Brazil Edition) - PC13247
DB40 - СЕЯЛКА;DB40 Planter (23/25/27 Rows, 50/45cm Spacing)(S.N. 130100-140099)(South America Edition) - PC13763
DB40 - СЕЯЛКА;DB40 Planter (23/25/27 Rows, 50/45cm Spacing)(S.N. 140100- )(South America Edition) - PC16192
DB50 - СЕЯЛКА;DB50 Planter (31/32 Row, 50/45cm Spacing)(S.N. 100000 - 115099)(South America Edition)(Manufactured in Brazil) - PC12372
DB50 - СЕЯЛКА;DB50 Planter (31/32 Row, 50/45cm Spacing)(S.N. 115100-130099)(South America Edition)(Manufactured in Brazil) - PC13248
DB50 - СЕЯЛКА;DB50 Planter (31/35 Row, 50/45cm Spacing)(S.N. 130100-140099)(South America Edition) - PC13764
DB50 - СЕЯЛКА;DB50 Planter (31/35 Row, 50/45cm Spacing)(S.N. 140100- )(South America Edition) - PC16193
DB74 - СЕЯЛКА;DB74 Planter (30/45/48 Row, 76/50/45cm Spacing)(S.N. 100000 - 115099)(South America Edition)(Manufactured in Brazil) - PC12373
DB74 - СЕЯЛКА;DB74 Planter (30/45/48 Row, 76/50/45cm Spacing)(S.N. 115100-130099)(South America Edition)(Manufactured in Brazil) - PC13249
DB74 - СЕЯЛКА;DB74 Planter (45/48/49 Row, 50/45cm Spacing)(S.N. 130100-140099)(South America Edition) - PC13765
DB74 - СЕЯЛКА;DB74 Planter (45/48/49 Row, 50/45cm Spacing)(S.N. 140100- )(South America Edition) - PC16194
DB90 - СЕЯЛКА;DB90 Planter (36/61 Rows, 76/45cm Spacing)(S.N. 100000-130099)(South America Edition)(Manufactured in Brazil) - PC12374
DB90 - СЕЯЛКА;DB90 Planter (55/61 Rows, 50/45cm Spacing)(S.N. 130100-140099)(South America Edition) - PC13766
DB90 - СЕЯЛКА;DB90 Planter (55/61 Rows, 50/45cm Spacing)(S.N. 140100- )(South America Edition) - PC16195
1107 - СЕЯЛКА;1107 Planter (1100 Series)(S.N. -099999)(South American Edition) - PC11559
1100 - СЕЯЛКА;1107 Planter (1100 Series)(S.N. -099999)(South American Edition) - PC11559
1100 - СЕЯЛКА;1107 Planter (1100 Series)(S.N. 100000- )(South American Edition) - PC12361
1107 - СЕЯЛКА;1107 Planter (1100 Series)(S.N. 100000- )(South American Edition) - PC12361
1100 - СЕЯЛКА;1109 Planter (1100 Series)(S.N. 100000-130099)(South America Edition) - PC12362
1109 - СЕЯЛКА;1109 Planter (1100 Series)(S.N. 100000-130099)(South America Edition) - PC12362
1109 - СЕЯЛКА;1109 Planter (S.N. 130100- )(South America Edition) - PC13846
1111 - СЕЯЛКА;1111 Planter (1100 Series)(S.N. 100000-130099)(South America Edition) - PC12363
1100 - СЕЯЛКА;1111 Planter (1100 Series)(S.N. 100000-130099)(South America Edition) - PC12363
1111 - СЕЯЛКА;1111 Planter (S.N. 130100- )(South America Edition) - PC13847
1113 - СЕЯЛКА;1113 Planter (1100 Series)(S.N. 100000-130099)(South America Edition) - PC12364
1100 - СЕЯЛКА;1113 Planter (1100 Series)(S.N. 100000-130099)(South America Edition) - PC12364
1113 - СЕЯЛКА;1113 Planter (S.N. 130100- )(South America Edition) - PC13848
1107 - СЕЯЛКА;1107 Planter (1100 Series)(S.N. -099999)(South American Edition) - PC11559
1100 - СЕЯЛКА;1107 Planter (1100 Series)(S.N. -099999)(South American Edition) - PC11559
1100 - СЕЯЛКА;1107 Planter (1100 Series)(S.N. 100000- )(South American Edition) - PC12361
1107 - СЕЯЛКА;1107 Planter (1100 Series)(S.N. 100000- )(South American Edition) - PC12361
1100 - СЕЯЛКА;1109 Planter (1100 Series)(S.N. 100000-130099)(South America Edition) - PC12362
1109 - СЕЯЛКА;1109 Planter (1100 Series)(S.N. 100000-130099)(South America Edition) - PC12362
1109 - СЕЯЛКА;1109 Planter (S.N. 130100- )(South America Edition) - PC13846
1111 - СЕЯЛКА;1111 Planter (1100 Series)(S.N. 100000-130099)(South America Edition) - PC12363
1100 - СЕЯЛКА;1111 Planter (1100 Series)(S.N. 100000-130099)(South America Edition) - PC12363
1111 - СЕЯЛКА;1111 Planter (S.N. 130100- )(South America Edition) - PC13847
1113 - СЕЯЛКА;1113 Planter (1100 Series)(S.N. 100000-130099)(South America Edition) - PC12364
1100 - СЕЯЛКА;1113 Planter (1100 Series)(S.N. 100000-130099)(South America Edition) - PC12364
1113 - СЕЯЛКА;1113 Planter (S.N. 130100- )(South America Edition) - PC13848
1107 - СЕЯЛКА;1107 Planter (1100 Series)(S.N. -099999)(South American Edition) - PC11559
1100 - СЕЯЛКА;1107 Planter (1100 Series)(S.N. -099999)(South American Edition) - PC11559
1100 - СЕЯЛКА;1107 Planter (1100 Series)(S.N. 100000- )(South American Edition) - PC12361
1107 - СЕЯЛКА;1107 Planter (1100 Series)(S.N. 100000- )(South American Edition) - PC12361
1100 - СЕЯЛКА;1109 Planter (1100 Series)(S.N. -099999)(South American Edition) - PC11560
1109 - СЕЯЛКА;1109 Planter (1100 Series)(S.N. -099999)(South American Edition) - PC11560
1100 - СЕЯЛКА;1109 Planter (1100 Series)(S.N. 100000-130099)(South America Edition) - PC12362
1109 - СЕЯЛКА;1109 Planter (1100 Series)(S.N. 100000-130099)(South America Edition) - PC12362
1111 - СЕЯЛКА;1111 Planter (1100 Series)(S.N. -099999)(South American Edition) - PC11561
1100 - СЕЯЛКА;1111 Planter (1100 Series)(S.N. -099999)(South American Edition) - PC11561
1111 - СЕЯЛКА;1111 Planter (1100 Series)(S.N. 100000-130099)(South America Edition) - PC12363
1100 - СЕЯЛКА;1111 Planter (1100 Series)(S.N. 100000-130099)(South America Edition) - PC12363
1100 - СЕЯЛКА;1113 Planter (1100 Series)(S.N. -099999)(South American Edition) - PC11562
1113 - СЕЯЛКА;1113 Planter (1100 Series)(S.N. -099999)(South American Edition) - PC11562
1113 - СЕЯЛКА;1113 Planter (1100 Series)(S.N. 100000-130099)(South America Edition) - PC12364
1100 - СЕЯЛКА;1113 Planter (1100 Series)(S.N. 100000-130099)(South America Edition) - PC12364
2113 - СЕЯЛКА;2113 Planter (S.N. 100000-130099)(South America Edition) - PC12365
2113 - СЕЯЛКА;2113 Planter (S.N. 130100- )(South America Edition) - PC13756
2115 - СЕЯЛКА;2115 Planter (S.N. 100000-130099)(South American Edition) - PC12366
2115 - СЕЯЛКА;2115 Planter (S.N. 130100- )(South America Edition) - PC13757
2117 - СЕЯЛКА;2117 Planter (S.N. 100000-130099)(South America Edition) - PC12367
2117 - СЕЯЛКА;2117 Planter (S.N. 130100- )(South America Edition) - PC13758
2122 - СЕЯЛКА;2122 Planter (S.N. 100000-130099)(South America Edition) - PC12368
2122 - СЕЯЛКА;2122 Planter (S.N. 130100- )(South America Edition) - PC13759
2126 - СЕЯЛКА;2126 Planter (S.N. 100000-130099)(South America Edition) - PC12369
2126 - СЕЯЛКА;2126 Planter (S.N. 130100- )(South America Edition) - PC13760
2130 - СЕЯЛКА;2130 Planter (S.N. 100000-130099)(South America Edition) - PC12370
2115 - СЕЯЛКА;Planters 2109, 2111, 2113, 2115, 2117, 2122, 2126, 2130 and 2134 VACUMETER and RadialMeter (S.N. -099999)(South American) - PC9464
2113 - СЕЯЛКА;Planters 2109, 2111, 2113, 2115, 2117, 2122, 2126, 2130 and 2134 VACUMETER and RadialMeter (S.N. -099999)(South American) - PC9464
2130 - СЕЯЛКА;Planters 2109, 2111, 2113, 2115, 2117, 2122, 2126, 2130 and 2134 VACUMETER and RadialMeter (S.N. -099999)(South American) - PC9464
2134 - СЕЯЛКА;Planters 2109, 2111, 2113, 2115, 2117, 2122, 2126, 2130 and 2134 VACUMETER and RadialMeter (S.N. -099999)(South American) - PC9464
2122 - СЕЯЛКА;Planters 2109, 2111, 2113, 2115, 2117, 2122, 2126, 2130 and 2134 VACUMETER and RadialMeter (S.N. -099999)(South American) - PC9464
2109 - СЕЯЛКА;Planters 2109, 2111, 2113, 2115, 2117, 2122, 2126, 2130 and 2134 VACUMETER and RadialMeter (S.N. -099999)(South American) - PC9464
2126 - СЕЯЛКА;Planters 2109, 2111, 2113, 2115, 2117, 2122, 2126, 2130 and 2134 VACUMETER and RadialMeter (S.N. -099999)(South American) - PC9464
2117 - СЕЯЛКА;Planters 2109, 2111, 2113, 2115, 2117, 2122, 2126, 2130 and 2134 VACUMETER and RadialMeter (S.N. -099999)(South American) - PC9464
2111 - СЕЯЛКА;Planters 2109, 2111, 2113, 2115, 2117, 2122, 2126, 2130 and 2134 VACUMETER and RadialMeter (S.N. -099999)(South American) - PC9464
2122 - СЕЯЛКА;2122 Planter (S.N. 100000-130099)(South America Edition) - PC12368
2122 - СЕЯЛКА;2122 Planter (S.N. 130100- )(South America Edition) - PC13759
2126 - СЕЯЛКА;2126 Planter (S.N. 100000-130099)(South America Edition) - PC12369
2126 - СЕЯЛКА;2126 Planter (S.N. 130100- )(South America Edition) - PC13760
2130 - СЕЯЛКА;2130 Planter (S.N. 100000-130099)(South America Edition) - PC12370
2130 - СЕЯЛКА;2130 Planter (S.N. 130100- )(South America Edition) - PC13761
2134 - СЕЯЛКА;2134 Planter (S.N. 100000-130099)(South American Edition) - PC12371
2134 - СЕЯЛКА;2134 Planter (S.N. 130100- )(South America Edition) - PC13762
1107 - СЕЯЛКА;1107 Planter (1100 Series)(S.N. -099999)(South American Edition) - PC11559
1100 - СЕЯЛКА;1107 Planter (1100 Series)(S.N. -099999)(South American Edition) - PC11559
1100 - СЕЯЛКА;1107 Planter (1100 Series)(S.N. 100000- )(South American Edition) - PC12361
1107 - СЕЯЛКА;1107 Planter (1100 Series)(S.N. 100000- )(South American Edition) - PC12361
1100 - СЕЯЛКА;1109 Planter (1100 Series)(S.N. 100000-130099)(South America Edition) - PC12362
1109 - СЕЯЛКА;1109 Planter (1100 Series)(S.N. 100000-130099)(South America Edition) - PC12362
1109 - СЕЯЛКА;1109 Planter (S.N. 130100- )(South America Edition) - PC13846
1111 - СЕЯЛКА;1111 Planter (1100 Series)(S.N. 100000-130099)(South America Edition) - PC12363
1100 - СЕЯЛКА;1111 Planter (1100 Series)(S.N. 100000-130099)(South America Edition) - PC12363
1111 - СЕЯЛКА;1111 Planter (S.N. 130100- )(South America Edition) - PC13847
1113 - СЕЯЛКА;1113 Planter (1100 Series)(S.N. 100000-130099)(South America Edition) - PC12364
1100 - СЕЯЛКА;1113 Planter (1100 Series)(S.N. 100000-130099)(South America Edition) - PC12364
1113 - СЕЯЛКА;1113 Planter (S.N. 130100- )(South America Edition) - PC13848
DB40 - СЕЯЛКА;DB40 Planter (23-Row, 25-Row)(S.N. 100000 - 115099)(Brazil Edition) - PC12554
DB40 - СЕЯЛКА;DB40 Planter (23-Row, 25-Row)(S.N. 115100-130099)(Brazil Edition) - PC13247
DB40 - СЕЯЛКА;DB40 Planter (23/25/27 Rows, 50/45cm Spacing)(S.N. 130100-140099)(South America Edition) - PC13763
DB40 - СЕЯЛКА;DB40 Planter (23/25/27 Rows, 50/45cm Spacing)(S.N. 140100- )(South America Edition) - PC16192
CCS - СЕЯЛКА;DB50 Planter (20/31/32 Row, 76/50/45cm spacing)(S.N. -099999)(South America Edition)(Manufactured in Brazil) - PC11998
DB50 - СЕЯЛКА;DB50 Planter (20/31/32 Row, 76/50/45cm spacing)(S.N. -099999)(South America Edition)(Manufactured in Brazil) - PC11998
DB50 - СЕЯЛКА;DB50 Planter (31/32 Row, 50/45cm Spacing)(S.N. 100000 - 115099)(South America Edition)(Manufactured in Brazil) - PC12372
DB50 - СЕЯЛКА;DB50 Planter (31/32 Row, 50/45cm Spacing)(S.N. 115100-130099)(South America Edition)(Manufactured in Brazil) - PC13248
DB50 - СЕЯЛКА;DB50 Planter (31/35 Row, 50/45cm Spacing)(S.N. 130100-140099)(South America Edition) - PC13764
DB50 - СЕЯЛКА;DB50 Planter (31/35 Row, 50/45cm Spacing)(S.N. 140100- )(South America Edition) - PC16193
CCS - СЕЯЛКА;DB74 Planter (30/45/48 Row, 76/50/45cm spacing)(S.N. -099999)(South America Edition) (Manufactured in Brazil) - PC11999
DB74 - СЕЯЛКА;DB74 Planter (30/45/48 Row, 76/50/45cm spacing)(S.N. -099999)(South America Edition) (Manufactured in Brazil) - PC11999
DB74 - СЕЯЛКА;DB74 Planter (30/45/48 Row, 76/50/45cm Spacing)(S.N. 100000 - 115099)(South America Edition)(Manufactured in Brazil) - PC12373
DB74 - СЕЯЛКА;DB74 Planter (30/45/48 Row, 76/50/45cm Spacing)(S.N. 115100-130099)(South America Edition)(Manufactured in Brazil) - PC13249
DB74 - СЕЯЛКА;DB74 Planter (45/48/49 Row, 50/45cm Spacing)(S.N. 130100-140099)(South America Edition) - PC13765
DB74 - СЕЯЛКА;DB74 Planter (45/48/49 Row, 50/45cm Spacing)(S.N. 140100- )(South America Edition) - PC16194
CCS - СЕЯЛКА;DB90 Planter (36 Row, 76cm spacing)(S.N. -099999)(South America Edition)(Manufactured in Brazil) - PC12000
DB90 - СЕЯЛКА;DB90 Planter (36 Row, 76cm spacing)(S.N. -099999)(South America Edition)(Manufactured in Brazil) - PC12000
DB90 - СЕЯЛКА;DB90 Planter (36/61 Rows, 76/45cm Spacing)(S.N. 100000-130099)(South America Edition)(Manufactured in Brazil) - PC12374
DB90 - СЕЯЛКА;DB90 Planter (55/61 Rows, 50/45cm Spacing)(S.N. 130100-140099)(South America Edition) - PC13766
DB90 - СЕЯЛКА;DB90 Planter (55/61 Rows, 50/45cm Spacing)(S.N. 140100- )(South America Edition) - PC16195
CCS - СЕЯЛКА;DB50 Planter (20/31/32 Row, 76/50/45cm spacing)(S.N. -099999)(South America Edition)(Manufactured in Brazil) - PC11998
DB50 - СЕЯЛКА;DB50 Planter (20/31/32 Row, 76/50/45cm spacing)(S.N. -099999)(South America Edition)(Manufactured in Brazil) - PC11998
DB50 - СЕЯЛКА;DB50 Planter (31/32 Row, 50/45cm Spacing)(S.N. 100000 - 115099)(South America Edition)(Manufactured in Brazil) - PC12372
DB50 - СЕЯЛКА;DB50 Planter (31/32 Row, 50/45cm Spacing)(S.N. 115100-130099)(South America Edition)(Manufactured in Brazil) - PC13248
DB50 - СЕЯЛКА;DB50 Planter (31/35 Row, 50/45cm Spacing)(S.N. 140100- )(South America Edition) - PC16193
DB74 - СЕЯЛКА;DB74 Planter (30/45/48 Row, 76/50/45cm Spacing)(S.N. 115100-130099)(South America Edition)(Manufactured in Brazil) - PC13249
DB74 - СЕЯЛКА;DB74 Planter (45/48/49 Row, 50/45cm Spacing)(S.N. 130100-140099)(South America Edition) - PC13765
DB74 - СЕЯЛКА;DB74 Planter (45/48/49 Row, 50/45cm Spacing)(S.N. 140100- )(South America Edition) - PC16194
DB40 - СЕЯЛКА;DB40 Planter (23-Row, 25-Row)(S.N. 100000 - 115099)(Brazil Edition) - PC12554
DB40 - СЕЯЛКА;DB40 Planter (23-Row, 25-Row)(S.N. 115100-130099)(Brazil Edition) - PC13247
CCS - СЕЯЛКА;DB50 Planter (20/31/32 Row, 76/50/45cm spacing)(S.N. -099999)(South America Edition)(Manufactured in Brazil) - PC11998
DB50 - СЕЯЛКА;DB50 Planter (20/31/32 Row, 76/50/45cm spacing)(S.N. -099999)(South America Edition)(Manufactured in Brazil) - PC11998
DB50 - СЕЯЛКА;DB50 Planter (31/32 Row, 50/45cm Spacing)(S.N. 100000 - 115099)(South America Edition)(Manufactured in Brazil) - PC12372
DB50 - СЕЯЛКА;DB50 Planter (31/32 Row, 50/45cm Spacing)(S.N. 115100-130099)(South America Edition)(Manufactured in Brazil) - PC13248
CCS - СЕЯЛКА;DB74 Planter (30/45/48 Row, 76/50/45cm spacing)(S.N. -099999)(South America Edition) (Manufactured in Brazil) - PC11999
DB74 - СЕЯЛКА;DB74 Planter (30/45/48 Row, 76/50/45cm spacing)(S.N. -099999)(South America Edition) (Manufactured in Brazil) - PC11999
DB74 - СЕЯЛКА;DB74 Planter (30/45/48 Row, 76/50/45cm Spacing)(S.N. 100000 - 115099)(South America Edition)(Manufactured in Brazil) - PC12373
DB74 - СЕЯЛКА;DB74 Planter (30/45/48 Row, 76/50/45cm Spacing)(S.N. 115100-130099)(South America Edition)(Manufactured in Brazil) - PC13249
CCS - СЕЯЛКА;DB90 Planter (36 Row, 76cm spacing)(S.N. -099999)(South America Edition)(Manufactured in Brazil) - PC12000
DB90 - СЕЯЛКА;DB90 Planter (36 Row, 76cm spacing)(S.N. -099999)(South America Edition)(Manufactured in Brazil) - PC12000
DB90 - СЕЯЛКА;DB90 Planter (36/61 Rows, 76/45cm Spacing)(S.N. 100000-130099)(South America Edition)(Manufactured in Brazil) - PC12374
2113 - СЕЯЛКА;2113 Planter (S.N. 100000-130099)(South America Edition) - PC12365
2113 - СЕЯЛКА;2113 Planter (S.N. 130100- )(South America Edition) - PC13756
2115 - СЕЯЛКА;2115 Planter (S.N. 100000-130099)(South American Edition) - PC12366
2115 - СЕЯЛКА;2115 Planter (S.N. 130100- )(South America Edition) - PC13757
2117 - СЕЯЛКА;2117 Planter (S.N. 100000-130099)(South America Edition) - PC12367
2117 - СЕЯЛКА;2117 Planter (S.N. 130100- )(South America Edition) - PC13758
2122 - СЕЯЛКА;2122 Planter (S.N. 100000-130099)(South America Edition) - PC12368
2122 - СЕЯЛКА;2122 Planter (S.N. 130100- )(South America Edition) - PC13759
